hero,partner,games,wins,losses,win_rate,source
Wanwan,Gatotkaca,4,1,3,0.25,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Wanwan,Valentina,4,1,3,0.25,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Wanwan,Arlott,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Wanwan,Chou,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Wanwan,Hayabusa,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Gloo,Harith,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Gloo,Suyou,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Gloo,Yve,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Gloo,Ling,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Gloo,Alice,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Khufra,Roger,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Khufra,Ruby,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Khufra,Harith,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Khufra,Hylos,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Khufra,Ling,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Carmilla,Hayabusa,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Carmilla,Moskov,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Carmilla,Phoveus,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Carmilla,Valentina,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Carmilla,Vexana,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Barats,Hylos,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Barats,Suyou,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Barats,Beatrix,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Barats,Khaleed,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Barats,Ling,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Melissa,Nolan,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Melissa,Chou,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Melissa,Hayabusa,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Melissa,Julian,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Melissa,Khaleed,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Benedetta,Alpha,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Benedetta,Mathilda,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Benedetta,Moskov,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Benedetta,Zhuxin,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Benedetta,Arlott,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Joy,Edith,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Joy,Roger,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Joy,Valentina,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Joy,Grock,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Joy,Angela,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Thamuz,Edith,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Thamuz,Moskov,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Thamuz,Ruby,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Thamuz,Faramis,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Thamuz,Julian,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Belerick,Luo Yi,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Belerick,Edith,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Belerick,Moskov,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Belerick,Julian,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Belerick,Ling,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lancelot,Jawhead,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lancelot,Phoveus,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lancelot,Harith,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lancelot,Karrie,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lancelot,Zhask,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Akai,Ling,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Akai,Valentina,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Akai,Beatrix,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Akai,Carmilla,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Akai,Edith,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Cecilion,Alpha,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Cecilion,Claude,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Cecilion,Edith,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Cecilion,Gloo,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Cecilion,Harith,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Franco,Beatrix,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Franco,Claude,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Franco,Edith,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Franco,Gatotkaca,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Franco,Ling,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ixia,Julian,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ixia,Phoveus,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ixia,Ruby,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ixia,Vexana,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ixia,Mathilda,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Brody,Faramis,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Brody,Grock,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Brody,Hylos,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Brody,Jawhead,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Brody,Julian,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Helcurt,Fanny,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Helcurt,Harith,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Helcurt,Aurora,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Helcurt,Edith,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Helcurt,Terizla,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Yu Zhong,Alice,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Yu Zhong,Angela,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Yu Zhong,Chou,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Yu Zhong,Gatotkaca,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Yu Zhong,Julian,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hanabi,Ling,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hanabi,Lolita,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hanabi,Phoveus,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hanabi,Valentina,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hanzo,Minotaur,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hanzo,Roger,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hanzo,Ruby,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hanzo,Vexana,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Nana,Hylos,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Nana,Khaleed,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Nana,Moskov,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Nana,Nolan,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Baxia,Aurora,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Baxia,Claude,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Baxia,Nolan,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Baxia,Phoveus,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Diggie,Bruno,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Diggie,Hayabusa,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Diggie,Hylos,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Diggie,Zhask,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Fredrinn,Arlott,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Fredrinn,Jawhead,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Fredrinn,Moskov,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Fredrinn,Zhask,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Guinevere,Hylos,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Guinevere,Julian,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Guinevere,Moskov,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Guinevere,Yve,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Kagura,Edith,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Kagura,Karrie,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Kagura,Mathilda,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Kagura,Nolan,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Martis,Angela,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Martis,Cici,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Martis,Harith,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Martis,Terizla,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Masha,Hylos,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Masha,Ling,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Masha,Ruby,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Masha,Valentina,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Minsitthar,Bane,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Minsitthar,Faramis,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Minsitthar,Hylos,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Minsitthar,Moskov,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Miya,Alice,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Miya,Angela,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Miya,Arlott,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Miya,Gatotkaca,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Novaria,Edith,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Novaria,Hayabusa,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Novaria,Karrie,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Novaria,Tigreal,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Paquito,Edith,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Paquito,Karrie,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Paquito,Mathilda,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Paquito,Valentina,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Chou,Nolan,15,8,7,0.5333,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Chou,Aurora,13,8,5,0.6154,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Chou,Harith,13,6,7,0.46149999999999997,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Chou,Zhask,12,7,5,0.5832999999999999,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Chou,Edith,9,6,3,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Nolan,Gatotkaca,16,11,5,0.6875,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Nolan,Chou,15,8,7,0.5333,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Nolan,Phoveus,14,7,7,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Nolan,Hylos,13,6,7,0.46149999999999997,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Nolan,Vexana,12,6,6,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Hylos,Nolan,13,6,7,0.46149999999999997,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Hylos,Suyou,12,10,2,0.8332999999999999,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Hylos,Zhask,10,6,4,0.6,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Hylos,Harith,10,4,6,0.4,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Hylos,Alpha,9,4,5,0.44439999999999996,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Edith,Vexana,16,9,7,0.5625,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Edith,Aurora,10,4,6,0.4,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Edith,Harith,9,7,2,0.7778,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Edith,Chou,9,6,3,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Edith,Hayabusa,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Gatotkaca,Nolan,16,11,5,0.6875,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Gatotkaca,Aurora,10,5,5,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Gatotkaca,Vexana,9,6,3,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Gatotkaca,Zhuxin,9,6,3,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Gatotkaca,Luo Yi,9,4,5,0.44439999999999996,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Vexana,Edith,16,9,7,0.5625,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Vexana,Phoveus,13,3,10,0.23079999999999998,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Vexana,Nolan,12,6,6,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Vexana,Moskov,12,4,8,0.3333,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Vexana,Harith,10,4,6,0.4,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Harith,Chou,13,6,7,0.46149999999999997,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Harith,Nolan,12,5,7,0.4167,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Harith,Aurora,11,6,5,0.5455,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Harith,Valentina,10,5,5,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Harith,Hylos,10,4,6,0.4,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Zhask,Chou,12,7,5,0.5832999999999999,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Zhask,Moskov,11,5,6,0.4545,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Zhask,Hylos,10,6,4,0.6,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Zhask,Nolan,10,6,4,0.6,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Zhask,Khufra,9,7,2,0.7778,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Phoveus,Nolan,14,7,7,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Phoveus,Vexana,13,3,10,0.23079999999999998,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Phoveus,Zhask,9,6,3,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Phoveus,Chou,8,6,2,0.75,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Phoveus,Ling,8,5,3,0.625,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Arlott,Valentina,9,4,5,0.44439999999999996,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Arlott,Moskov,9,3,6,0.3333,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Arlott,Zhask,8,6,2,0.75,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Arlott,Hayabusa,8,5,3,0.625,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Arlott,Zhuxin,8,4,4,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Valentina,Harith,10,5,5,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Valentina,Arlott,9,4,5,0.44439999999999996,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Valentina,Hylos,9,4,5,0.44439999999999996,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Valentina,Ling,9,2,7,0.22219999999999998,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Valentina,Nolan,8,3,5,0.375,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Ling,Karrie,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Ling,Edith,9,4,5,0.44439999999999996,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Ling,Valentina,9,2,7,0.22219999999999998,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Ling,Chou,8,5,3,0.625,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Ling,Phoveus,8,5,3,0.625,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Hayabusa,Edith,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Hayabusa,Harith,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Hayabusa,Khaleed,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Hayabusa,Ruby,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Hayabusa,Zhask,9,4,5,0.44439999999999996,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Monster Vicious,Chou,13,8,5,0.6154,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Monster Vicious,Nolan,11,7,4,0.6364,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Monster Vicious,Harith,11,6,5,0.5455,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Monster Vicious,Gatotkaca,10,5,5,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Monster Vicious,Edith,10,4,6,0.4,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Moskov,Vexana,12,4,8,0.3333,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Moskov,Zhask,11,5,6,0.4545,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Moskov,Nolan,9,4,5,0.44439999999999996,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Moskov,Arlott,9,3,6,0.3333,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Moskov,Chou,8,4,4,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Alpha,Hylos,9,4,5,0.44439999999999996,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Alpha,Mathilda,8,2,6,0.25,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Alpha,Zhuxin,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Alpha,Arlott,6,3,3,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Alpha,Gatotkaca,6,3,3,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Khaleed,Hayabusa,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Khaleed,Gatotkaca,8,5,3,0.625,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Khaleed,Aurora,8,4,4,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Khaleed,Chou,7,4,3,0.5714,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Khaleed,Moskov,7,4,3,0.5714,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Karrie,Chou,9,6,3,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Karrie,Ling,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Karrie,Gatotkaca,6,3,3,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Karrie,Zhask,6,3,3,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Karrie,Ruby,6,2,4,0.3333,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Roger,Edith,8,6,2,0.75,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Roger,Zhask,8,5,3,0.625,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Roger,Chou,7,3,4,0.4286,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Roger,Vexana,7,3,4,0.4286,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Roger,Nolan,6,3,3,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Suyou,Hylos,12,10,2,0.8332999999999999,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Suyou,Gatotkaca,7,3,4,0.4286,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Suyou,Aurora,6,3,3,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Suyou,Harith,6,2,4,0.3333,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Suyou,Yve,5,5,0,1.0,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Claude,Vexana,8,3,5,0.375,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Claude,Gatotkaca,7,3,4,0.4286,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Claude,Julian,7,3,4,0.4286,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Claude,Valentina,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Claude,Edith,6,3,3,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Mathilda,Alpha,8,2,6,0.25,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Mathilda,Arlott,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Mathilda,Luo Yi,6,2,4,0.3333,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Mathilda,Moskov,6,2,4,0.3333,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Mathilda,Roger,6,1,5,0.16670000000000001,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Julian,Vexana,7,4,3,0.5714,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Julian,Zhask,7,4,3,0.5714,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Julian,Claude,7,3,4,0.4286,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Julian,Chou,6,3,3,0.5,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Julian,Arlott,6,2,4,0.3333,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Natan,Arlott,6,5,1,0.8332999999999999,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Natan,Gatotkaca,6,5,1,0.8332999999999999,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Natan,Hylos,6,5,1,0.8332999999999999,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Natan,Aurora,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
Natan,Zhask,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Malaysia/Season_14
