hero,opponent,games,wins,losses,win_rate,source
Kadita,Angela,3,1,2,0.3333,https://liquipedia.net/mobilelegends/M5_World_Championship
Kadita,Arlott,3,1,2,0.3333,https://liquipedia.net/mobilelegends/M5_World_Championship
Phoveus,Wanwan,4,4,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Phoveus,Lylia,4,3,1,0.75,https://liquipedia.net/mobilelegends/M5_World_Championship
Phoveus,Arlott,4,2,2,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Phoveus,Nolan,4,1,3,0.25,https://liquipedia.net/mobilelegends/M5_World_Championship
Phoveus,Akai,3,3,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Hilda,Faramis,6,2,4,0.3333,https://liquipedia.net/mobilelegends/M5_World_Championship
Hilda,Bruno,4,2,2,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Hilda,Nolan,4,1,3,0.25,https://liquipedia.net/mobilelegends/M5_World_Championship
Hilda,Terizla,4,1,3,0.25,https://liquipedia.net/mobilelegends/M5_World_Championship
Hilda,Joy,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/M5_World_Championship
Irithel,Bruno,7,3,4,0.4286,https://liquipedia.net/mobilelegends/M5_World_Championship
Irithel,Valentina,5,2,3,0.4,https://liquipedia.net/mobilelegends/M5_World_Championship
Irithel,Nolan,5,1,4,0.2,https://liquipedia.net/mobilelegends/M5_World_Championship
Irithel,Faramis,3,1,2,0.3333,https://liquipedia.net/mobilelegends/M5_World_Championship
Irithel,Dyrroth,2,1,1,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Gord,Valentina,5,4,1,0.8,https://liquipedia.net/mobilelegends/M5_World_Championship
Gord,Martis,5,3,2,0.6,https://liquipedia.net/mobilelegends/M5_World_Championship
Gord,Bruno,4,3,1,0.75,https://liquipedia.net/mobilelegends/M5_World_Championship
Gord,Faramis,4,3,1,0.75,https://liquipedia.net/mobilelegends/M5_World_Championship
Gord,Arlott,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/M5_World_Championship
Uranus,Arlott,4,2,2,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Uranus,Claude,4,1,3,0.25,https://liquipedia.net/mobilelegends/M5_World_Championship
Uranus,Terizla,3,3,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Uranus,Tigreal,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/M5_World_Championship
Uranus,Guinevere,3,1,2,0.3333,https://liquipedia.net/mobilelegends/M5_World_Championship
Diggie,Guinevere,5,2,3,0.4,https://liquipedia.net/mobilelegends/M5_World_Championship
Diggie,Terizla,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/M5_World_Championship
Diggie,Tigreal,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/M5_World_Championship
Diggie,Irithel,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Diggie,Beatrix,2,1,1,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Rafaela,Lylia,5,5,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Rafaela,Arlott,4,3,1,0.75,https://liquipedia.net/mobilelegends/M5_World_Championship
Rafaela,Brody,3,3,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Rafaela,Mathilda,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/M5_World_Championship
Rafaela,Baxia,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Benedetta,Brody,5,4,1,0.8,https://liquipedia.net/mobilelegends/M5_World_Championship
Benedetta,Guinevere,4,2,2,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Benedetta,Mathilda,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/M5_World_Championship
Benedetta,Akai,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Benedetta,Arlott,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Fanny,Faramis,5,3,2,0.6,https://liquipedia.net/mobilelegends/M5_World_Championship
Fanny,Bruno,5,2,3,0.4,https://liquipedia.net/mobilelegends/M5_World_Championship
Fanny,Minotaur,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/M5_World_Championship
Fanny,Paquito,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/M5_World_Championship
Fanny,Baxia,2,1,1,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
X.Borg,Terizla,4,2,2,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
X.Borg,Brody,3,1,2,0.3333,https://liquipedia.net/mobilelegends/M5_World_Championship
X.Borg,Faramis,3,1,2,0.3333,https://liquipedia.net/mobilelegends/M5_World_Championship
X.Borg,Novaria,3,1,2,0.3333,https://liquipedia.net/mobilelegends/M5_World_Championship
X.Borg,Angela,2,1,1,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Thamuz,Claude,4,2,2,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Thamuz,Faramis,3,1,2,0.3333,https://liquipedia.net/mobilelegends/M5_World_Championship
Thamuz,Terizla,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Thamuz,Valentina,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Thamuz,Joy,2,1,1,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Franco,Valentina,4,1,3,0.25,https://liquipedia.net/mobilelegends/M5_World_Championship
Franco,Yu Zhong,3,1,2,0.3333,https://liquipedia.net/mobilelegends/M5_World_Championship
Franco,Baxia,2,1,1,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Franco,Beatrix,2,1,1,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Franco,Martis,2,1,1,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Gloo,Valentina,4,4,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Gloo,Bruno,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Gloo,Fredrinn,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Gloo,Karrie,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Gloo,Paquito,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Estes,Brody,4,3,1,0.75,https://liquipedia.net/mobilelegends/M5_World_Championship
Estes,Faramis,4,3,1,0.75,https://liquipedia.net/mobilelegends/M5_World_Championship
Estes,Arlott,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Estes,Baxia,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Estes,Mathilda,2,1,1,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Floryn,Bruno,2,0,2,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Floryn,Kadita,2,0,2,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Floryn,Kaja,2,0,2,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Floryn,Minotaur,2,0,2,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Floryn,Terizla,2,0,2,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Harith,Joy,3,3,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Harith,Arlott,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Harith,Claude,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Harith,Novaria,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Harith,Bruno,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Leomord,Valentina,2,1,1,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Leomord,Baxia,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Leomord,Brody,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Leomord,Diggie,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Leomord,Edith,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Clint,Bruno,4,1,3,0.25,https://liquipedia.net/mobilelegends/M5_World_Championship
Clint,Lylia,2,0,2,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Clint,Terizla,2,0,2,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Clint,Hilda,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Clint,Khaleed,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Gusion,Bruno,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Gusion,Khufra,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Gusion,Novaria,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Gusion,Arlott,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Gusion,Brody,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Yi Sun-shin,Hilda,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Yi Sun-shin,Joy,2,2,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Yi Sun-shin,Brody,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Yi Sun-shin,Bruno,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Yi Sun-shin,Floryn,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Yve,Faramis,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/M5_World_Championship
Yve,Angela,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Yve,Baxia,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Yve,Bruno,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Yve,Claude,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Helcurt,Claude,2,1,1,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Helcurt,Valentina,2,0,2,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Helcurt,Guinevere,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Helcurt,Khaleed,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Helcurt,Novaria,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Hayabusa,Terizla,2,0,2,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Hayabusa,Akai,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Hayabusa,Angela,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Hayabusa,Baxia,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Hayabusa,Bruno,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Lunox,Fredrinn,2,1,1,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Lunox,Karrie,2,1,1,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Lunox,Angela,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Lunox,Arlott,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Lunox,Yu Zhong,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Odette,Karrie,2,1,1,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Odette,Terizla,2,1,1,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Odette,Angela,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Odette,Guinevere,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Odette,Joy,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Roger,Joy,2,1,1,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Roger,Lylia,2,1,1,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Roger,X.Borg,2,1,1,0.5,https://liquipedia.net/mobilelegends/M5_World_Championship
Roger,Arlott,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Roger,Karrie,1,1,0,1.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Esmeralda,Angela,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Esmeralda,Beatrix,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Esmeralda,Brody,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Esmeralda,Guinevere,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Esmeralda,Joy,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Aamon,Bruno,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Aamon,Dyrroth,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Aamon,Faramis,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Aamon,Kaja,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Aamon,Nolan,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Alpha,Baxia,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Alpha,Beatrix,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Alpha,Faramis,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Alpha,Mathilda,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Alpha,Paquito,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Ling,Faramis,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Ling,Harith,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Ling,Joy,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Ling,Khufra,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Ling,Martis,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Luo Yi,Akai,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Luo Yi,Arlott,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Luo Yi,Claude,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Luo Yi,Khufra,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Luo Yi,Novaria,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Masha,Bruno,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Masha,Dyrroth,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Masha,Edith,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Masha,Faramis,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Masha,Yi Sun-shin,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Pharsa,Angela,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Pharsa,Arlott,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Pharsa,Baxia,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Pharsa,Valentina,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Pharsa,Wanwan,1,0,1,0.0,https://liquipedia.net/mobilelegends/M5_World_Championship
Gatotkaca,Grock,15,6,9,0.4,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Gatotkaca,Lapu-Lapu,12,8,4,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Gatotkaca,Granger,9,5,4,0.5556,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Gatotkaca,Lunox,9,3,6,0.3333,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Gatotkaca,Hayabusa,8,3,5,0.375,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Lapu-Lapu,Gatotkaca,12,4,8,0.3333,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Lapu-Lapu,Grock,11,6,5,0.5455,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Lapu-Lapu,Lancelot,9,6,3,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Lapu-Lapu,Lunox,8,5,3,0.625,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Lapu-Lapu,Esmeralda,8,4,4,0.5,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Granger,Gatotkaca,9,4,5,0.44439999999999996,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Granger,Lapu-Lapu,8,5,3,0.625,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Granger,Lunox,7,4,3,0.5714,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Granger,Hayabusa,7,2,5,0.2857,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Granger,Yi Sun-shin,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Grock,Gatotkaca,15,9,6,0.6,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Grock,Lapu-Lapu,11,5,6,0.4545,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Grock,Granger,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Grock,Lunox,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Grock,Yi Sun-shin,5,4,1,0.8,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Lunox,Gatotkaca,9,6,3,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Lunox,Lapu-Lapu,8,3,5,0.375,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Lunox,Granger,7,3,4,0.4286,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Lunox,Lancelot,7,3,4,0.4286,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Lunox,Hayabusa,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Yve,Lapu-Lapu,7,6,1,0.8571,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Yve,Gatotkaca,7,5,2,0.7143,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Yve,Yi Sun-shin,6,5,1,0.8332999999999999,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Yve,Esmeralda,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Yve,Hayabusa,5,4,1,0.8,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Lancelot,Lapu-Lapu,9,3,6,0.3333,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Lancelot,Hayabusa,7,4,3,0.5714,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Lancelot,Lunox,7,4,3,0.5714,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Lancelot,Gatotkaca,6,3,3,0.5,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Lancelot,Granger,5,3,2,0.6,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Hayabusa,Gatotkaca,8,5,3,0.625,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Hayabusa,Granger,7,5,2,0.7143,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Hayabusa,Lapu-Lapu,7,5,2,0.7143,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Hayabusa,Lancelot,7,3,4,0.4286,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Hayabusa,Lunox,6,2,4,0.3333,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Kimmy,Gatotkaca,8,5,3,0.625,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Kimmy,Lapu-Lapu,7,5,2,0.7143,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Kimmy,Lunox,6,3,3,0.5,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Kimmy,Pharsa,4,4,0,1.0,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Kimmy,Granger,4,3,1,0.75,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Yi Sun-shin,Granger,6,2,4,0.3333,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Yi Sun-shin,Yve,6,1,5,0.16670000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Yi Sun-shin,Gatotkaca,5,3,2,0.6,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Yi Sun-shin,Grock,5,1,4,0.2,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Yi Sun-shin,Cici,4,2,2,0.5,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Esmeralda,Lapu-Lapu,8,4,4,0.5,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Esmeralda,Yve,6,2,4,0.3333,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Esmeralda,Gatotkaca,5,3,2,0.6,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Esmeralda,Granger,5,3,2,0.6,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Esmeralda,Harith,4,3,1,0.75,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Cici,Lapu-Lapu,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Cici,Gatotkaca,6,1,5,0.16670000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Cici,Grock,5,4,1,0.8,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Cici,Lunox,5,1,4,0.2,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Cici,Yi Sun-shin,4,2,2,0.5,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Arlott,Lapu-Lapu,7,4,3,0.5714,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Arlott,Hayabusa,5,3,2,0.6,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Arlott,Gatotkaca,4,4,0,1.0,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Arlott,Hylos,4,1,3,0.25,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Arlott,Granger,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Harith,Granger,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Harith,Gatotkaca,5,3,2,0.6,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Harith,Lapu-Lapu,5,2,3,0.4,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Harith,Esmeralda,4,1,3,0.25,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Harith,Yve,4,0,4,0.0,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Pharsa,Lapu-Lapu,5,1,4,0.2,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Pharsa,Gatotkaca,5,0,5,0.0,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Pharsa,Granger,5,0,5,0.0,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Pharsa,Grock,4,0,4,0.0,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Pharsa,Hayabusa,4,0,4,0.0,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Hylos,Gatotkaca,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Hylos,Arlott,4,3,1,0.75,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Hylos,Grock,4,3,1,0.75,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Hylos,Zhuxin,4,2,2,0.5,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Hylos,Suyou,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Suyou,Gatotkaca,4,3,1,0.75,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Suyou,Lapu-Lapu,4,1,3,0.25,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Suyou,Yi Sun-shin,3,3,0,1.0,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Suyou,Beatrix,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Suyou,Harith,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Baxia,Gatotkaca,5,3,2,0.6,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Baxia,X.Borg,5,3,2,0.6,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Baxia,Grock,4,1,3,0.25,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Baxia,Lunox,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Baxia,Ruby,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Zhuxin,Hylos,4,2,2,0.5,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Zhuxin,Cecilion,3,3,0,1.0,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Zhuxin,Yi Sun-shin,3,1,2,0.3333,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Zhuxin,Cici,3,0,3,0.0,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Zhuxin,Lapu-Lapu,3,0,3,0.0,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Ruby,Lapu-Lapu,4,3,1,0.75,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Ruby,Gatotkaca,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Ruby,Irithel,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Ruby,Baxia,3,1,2,0.3333,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Ruby,Lunox,3,1,2,0.3333,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
Irithel,Granger,6,3,3,0.5,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2025/Women
